source_name,source_link,event_id,event_date,event_time,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
Asianet India,http://www.asianetindia.com/news/mudslide-konkan-route-disrupts-train-movement_175976.html,2132,7/24/2010 9:00,9:00,"Konkan railway near Adavli Station, Maharashtra",25km,mudslide,downpour,medium,above_road,,,,2132,India,IN,Maharashtra,13121,Lānja,8.12409,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,73.4745894,16.93911427
Daily Herald,http://www.heraldextra.com/news/local/south/rock-slide-blocking-traffic-in-spanish-fork-canyon/article_5b5184c0-37d3-5ce0-9dc0-28c0a4271f85.html,7407,8/2/2015 13:50,14:00,Red Narrows section of Spanish Fork Canyon,25km,mudslide,downpour,small,above_road,0,0,,7407,United States,US,Utah,7979,Mapleton,21.52246,2/4/2016 0:13,11/20/2017 15:17,2/15/2018 15:51,-111.3962,39.9963
magicvalley.com,http://magicvalley.com/news/local/fire-mudslide-transform-south-fork-of-boise-river/article_50a2c0b0-313f-11e3-af0a-001a4bcf887a.html,5511,9/12/2013 0:00,,"Dixie Creek‎, Boise National Forest, Idaho",1km,mudslide,downpour,medium,unknown,0,,,5511,United States,US,Idaho,14206,Mountain Home,28.84649,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-115.4769,43.34
Castanet,http://www.castanet.net/edition/news-story-121317-3-.htm,6534,8/19/2014 22:00,22:00,"Highway 99, between Cache Creek and Lillooet",50km,mudslide,downpour,medium,natural_slope,0,0,,6534,Canada,CA,British Columbia,2324,Lillooet,24.99424,12/16/2014 21:17,11/20/2017 15:17,2/15/2018 15:51,-121.7343,50.8676
bclocalnews,http://www.bclocalnews.com/kootenay_rockies/revelstoketimesreview/news/121191789.html,3444,5/2/2011 20:45,21:00,"Westside rd., Revelstoke, BC",1km,landslide,downpour,medium,unknown,0,,,3444,Canada,CA,British Columbia,7533,Revelstoke,3.73905,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-118.2421,51.0055
Sonoma County Gazette,http://www.sonomacountygazette.com/cms/pages/sonoma-county-news-article-4990.html,7570,3/11/2016 23:00,23:00,Westside Rd near Hacienda,5km,landslide,rain,medium,above_road,0,0,,7570,United States,US,California,3293,Forestville,5.14674,3/17/2016 1:25,11/20/2017 15:17,2/15/2018 15:51,-122.9237,38.5117
Latin American Herald Tribune,http://www.laht.com/article.asp?ArticleId=393028&CategoryId=14089,3460,5/2/2011 12:15,12:00,"Simon Bolivar Avenue, southern Quito",10km,mudslide,unknown,medium,urban,5,7,,3460,Ecuador,EC,Pichincha,1399814,Quito,4.39517,1/12/2016 21:40,11/20/2017 15:17,2/15/2018 15:51,-78.5074,-0.2648
bclocalnews,http://www.bclocalnews.com/news/111758889.html?c=y&curSection=/vancouver_island_south/victorianews&curTitle=BC+News&bc09=true,2814,12/12/2010 8:00,8:00,"Tanzanite Pl., Langford, BC",1km,rock_fall,downpour,medium,unknown,0,,,2814,Canada,CA,British Columbia,22459,Langford,2.28603,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-123.4721,48.4529
sunstar,http://www.sunstar.com.ph/cebu/local-news/2011/08/22/mahiga-creek-overflows-flooding-streets-banilad-mabolo-among-others-17451,3935,8/21/2011 14:00,14:00," Barangay San Jose,  Central Visayas, Cebu",5km,landslide,downpour,medium,unknown,0,,,3935,Philippines,PH,Central Visayas,48638,Consolacion,6.28619,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,123.9,10.38
thejakartapost,http://www.thejakartapost.com/news/2011/11/05/11-landslides-sukabumi-nov-1.html,4039,11/4/2011 0:00,,"Kadudampit , West Java",10km,landslide,downpour,medium,unknown,0,,,4039,Indonesia,ID,West Java,276414,Sukabumi,6.47952,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,106.8903,-6.8721
guardian,http://www.guardian.co.tt/news/2012-05-31/landslides-choke-north-coast-road,4374,5/30/2012 0:00,," North Coast Road, San Juan-Laventille,",5km,landslide,downpour,large,unknown,,,,4374,Trinidad and Tobago,TT,Tunapuna/Piarco,15067,Paradise,13.759,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-61.4078,10.7692
United Nations Development Programme - Relief Web,http://www.reliefweb.int/rw/RWB.NSF/db900SID/KKAA-76G97P?OpenDocument,202,8/23/2007 0:00,,Wonsan - Pyongyang route at the Goksan section of railway,unknown,landslide,rain,medium,unknown,,,,202,North Korea,KP,P'yŏngan-bukto,9437,Yŏmju-ŭp,8.62003,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,124.6807,39.9378
Seattle Times,http://blogs.seattletimes.com/today/2012/12/mudslide-derails-bnsf-train-south-of-everett/,4699,1/3/2013 4:00,4:00,Railroad Line Between Everett And Seattle,unknown,mudslide,rain,medium,bluff,,,,4699,United States,US,Washington,20254,Mukilteo,0.34029,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-122.3097015,47.93826839
Oregon DOT,,8765,10/14/2011 9:19,9:00,"OR 22, milepost 12",exact,landslide,unknown,unknown,above_road,0,0,,8765,United States,US,Oregon,1661,Grand Ronde,13.06846,7/8/2016 16:06,11/20/2017 15:17,2/15/2018 15:51,-123.7665,45.0979
search.japantimes,http://search.japantimes.co.jp/cgi-bin/nn20100801a7.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+japantimes+%28The+Japan+Times%3A+All+Stories%29,2184,7/31/2010 7:30,7:00,"JR Iwaizumi Line, Iwaizumi, Iwate Prefecture",5km,mudslide,downpour,medium,unknown,0,,,2184,Japan,JP,Iwate,51721,Miyako,27.39654,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,141.772,39.8403
eKantipur,http://www.ekantipur.com/2014/09/14/business/landslide-halts-tunnel-work-on-modikhola/395030.html,6330,11/14/2014 0:00,,Modikhola Hydropower Project,1km,landslide,rain,small,above_river,0,0,,6330,Nepal,NP,Western Region,23296,Bāglung,14.85816,11/3/2014 22:19,11/20/2017 15:17,2/15/2018 15:51,83.7412,28.2724
ABC Kolo 8,http://www.kolotv.com/home/headlines/Mudslide-Closes-Six-Mile-Canyon-306733801.html,6961,6/9/2015 0:00,,"Six Mile Canyon Road, Dayton, Nevada",5km,mudslide,downpour,small,above_road,0,0,,6961,United States,US,Nevada,855,Virginia City,6.38728,6/25/2015 19:03,11/20/2017 15:17,2/15/2018 15:51,-119.5756,39.3108
New Indian Express,http://www.newindianexpress.com/nation/Three-of-Family-Buried-Alive-in-Himachal-Landslide/2015/08/08/article2964115.ece,7614,8/8/2015 0:00,,"Dharampur, Mandi district",5km,landslide,downpour,medium,deforested_slope,3,0,,7614,India,IN,Himachal Pradesh,3944,Sarka Ghāt,11.71062,4/6/2016 1:32,11/20/2017 15:17,2/15/2018 15:51,76.757,31.8028
news.xinhuanet,http://news.xinhuanet.com/english2010/video/2011-07/04/c_13964582.htm,3691,7/2/2011 0:00,,Dujiangyan,25km,mudslide,downpour,medium,unknown,0,,,3691,China,CN,Sichuan,0,Guankou,0.53289,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,103.6194,30.9983
GIS Dominica,http://www.news.gov.dm/index.php/news/4070-government-responds-quickly-to-south-east-landslide,9644,10/20/2016 0:00,,Fond Morgan area in Riviere Cyrique,5km,landslide,rain,medium,below_road,0,0,,9644,Dominica,DM,Saint David,802,Rosalie,1.24241,10/21/2016 0:47,11/20/2017 15:17,2/15/2018 15:51,-61.2765,15.3587
Oregon DOT,,8093,12/9/2015 0:02,0:00,"OR 47, milepost 11",exact,landslide,unknown,unknown,above_road,0,0,,8093,United States,US,Oregon,1737,Clatskanie,11.23383,6/30/2016 19:29,11/20/2017 15:17,2/15/2018 15:51,-123.2426,46.0033
The Age,http://www.theage.com.au/news/world/mudslide-buries-200-quake-relief-workers/2008/05/19/1211049155678.html,536,5/17/2008 0:00,,"Sichuan Province, Yingxiu",10km,mudslide,earthquake,large,unknown,200,,,536,China,CN,Sichuan,0,Guankou,15.05984,9/11/2014 19:18,11/20/2017 15:17,2/15/2018 15:51,103.4823163,31.06891436
CBS San Francisco,http://sanfrancisco.cbslocal.com/2014/12/19/2-mudslides-reported-on-highway-1-between-stinson-beach-and-bolinas-chp-marin-county-stinson-beach-bolinas-storm/,6576,12/19/2014 12:05,12:00,Highway 1 north of Stinson Beach,5km,landslide,continuous_rain,small,above_road,0,0,,6576,United States,US,California,1620,Bolinas,1.78591,12/22/2014 14:25,11/20/2017 15:17,2/15/2018 15:51,-122.6696,37.9184
Oregon DOT,,8000,1/26/2016 18:23,18:00,"US 20, milepost 2.4",exact,landslide,unknown,unknown,above_road,0,0,,8000,United States,US,Oregon,9989,Newport,3.78101,6/30/2016 17:12,11/20/2017 15:17,2/15/2018 15:51,-124.0064,44.6314
nation,http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/Politics/04-Jun-2010/8-killed-10-injured-in-Skardu-landslide,1941,6/4/2010 0:00,,"Momanpa village(?) (Kaindiric?, Taleema?), Skardu, Kharming(?)",unknown,landslide,downpour,medium,unknown,8,,,1941,Pakistan,PK,Gilgit-Baltistan,2100,Skārdu,2.10544,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,75.6414,35.3063
